Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.02   54192/54192       MsClusterDataStorage::makeClusterMembersStringAndSelectTitleAndPeptide(unsigned int, std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >&, char const*&, std::string&) const [36]
[65]     0.0    0.00    0.02   54192         void std::__insertion_sort<__gnu_cxx::__normal_iterator<ClusterMemberEntry*, std::vector<ClusterMemberEntry, std::allocator<ClusterMemberEntry> > > >(__gnu_cxx::__normal_iterator<ClusterMemberEntry*, std::vector<ClusterMemberEntry, std::allocator<ClusterMemberEntry> > >, __gnu_cxx::__normal_iterator<ClusterMemberEntry*, std::vector<ClusterMemberEntry, std::allocator<ClusterMemberEntry> > >) [65]
                0.02    0.00  173212/193424      void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<ClusterMemberEntry*, std::vector<ClusterMemberEntry, std::allocator<ClusterMemberEntry> > > >(__gnu_cxx::__normal_iterator<ClusterMemberEntry*, std::vector<ClusterMemberEntry, std::allocator<ClusterMemberEntry> > >) [58]
-----------------------------------------------
                0.01    0.00   54192/54192       MsClusterDataStorage::makeConsensusForSmallCluster(Cluster*, SingleSpectrumHeader*, bool) [10]
[66]     0.0    0.01    0.00   54192         MsClusterDataStorage::setConsensusParameters(Cluster*, SingleSpectrumHeader*) [66]
                0.00    0.00   54192/108390      std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [72]
                0.00    0.00   54192/54192       std::_Rb_tree<short, std::pair<short const, int>, std::_Select1st<std::pair<short const, int> >, std::less<short>, std::allocator<std::pair<short const, int> > >::_M_get_insert_hint_unique_pos(std::_Rb_tree_const_iterator<std::pair<short const, int> >, short const&) [120]
                0.00    0.00   54192/54192       std::_Rb_tree<short, std::pair<short const, int>, std::_Select1st<std::pair<short const, int> >, std::less<short>, std::allocator<std::pair<short const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<short const, int> >*) [121]
-----------------------------------------------
                0.00    0.01      30/30          DatFileManager::getNewDatSpectraStats(unsigned long, unsigned long, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&) [55]
[67]     0.0    0.00    0.01      30         DatFileManager::setDatStatsRelativePositions(std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&) const [67]
                0.01    0.00      30/60          void std::__introsort_loop<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long>(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long) [62]
                0.00    0.00      30/60          void std::__insertion_sort<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > > >(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >) [83]
-----------------------------------------------
                0.00    0.00     700/342732      void std::__insertion_sort<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > > >(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >) [83]
                0.01    0.00  342032/342732      MsClusterDataStorage::addNewSpectra(float, unsigned int*) [5]
[68]     0.0    0.01    0.00  342732         void std::__unguarded_linear_insert<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > > >(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >) [68]
-----------------------------------------------
                0.01    0.00  342506/342506      DatFileWriter::writeDatFileToOtherDats(std::string const&, std::string const&, std::string const&, float, unsigned long&) [63]
[69]     0.0    0.01    0.00  342506         DatFileWriter::writeDatSpectrumDirectly(char const*, unsigned long) [69]
                0.00    0.00  342506/342506      DatFile::writeSpectrumFromBuffer(char const*, unsigned long) [103]
                0.00    0.00  342506/342506      DatFile::addSpectrumToStats(float, unsigned int) [102]
                0.00    0.00    1128/1176        DatFile::openForWriting(char const*, int) [133]
-----------------------------------------------
                0.01    0.00  342506/342506      DatFile::readDatSpectraToStorage(Config const*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > const&, int, SingleSpectrumHeader*, Peak*, unsigned long&, unsigned long&, unsigned long, unsigned long) [33]
[70]     0.0    0.01    0.00  342506         SingleSpectrumHeader::scanSpectrumHeaderFromBuffer(char const*, Config const*) [70]
-----------------------------------------------
                0.01    0.00  342506/342506      DatFileWriter::writeDatFileToOtherDats(std::string const&, std::string const&, std::string const&, float, unsigned long&) [63]
[71]     0.0    0.01    0.00  342506         DatFile::getNextDatSpectrum(char*&, unsigned long&, float*, long*, char**) [71]
-----------------------------------------------
                               10021             std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [72]
                0.00    0.00       1/108390      Config::read_fragments(std::istream&) [89]
                0.00    0.00       1/108390      Config::init_with_defaults() [90]
                0.00    0.00       2/108390      Config::~Config() [85]
                0.00    0.00       2/108390      DatFileWriter::convertDataToDatFirstPass(MsParameterStruct const*) [1]
                0.00    0.00   54192/108390      MsClusterDataStorage::setConsensusParameters(Cluster*, SingleSpectrumHeader*) [66]
                0.00    0.00   54192/108390      MsClusterDataStorage::makeClusterMembersStringAndSelectTitleAndPeptide(unsigned int, std::basic_ostringstream<char, std::char_traits<char>, std::allocator<char> >&, char const*&, std::string&) const [36]
[72]     0.0    0.01    0.00  108390+10021   std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [72]
                               10021             std::_Rb_tree<std::string, std::pair<std::string const, int>, std::_Select1st<std::pair<std::string const, int> >, std::less<std::string>, std::allocator<std::pair<std::string const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::string const, int> >*) [72]
-----------------------------------------------
                0.01    0.00   77080/77080       PeakList::outputToMgfBuffer(char*, SingleSpectrumHeader const*) const [40]
[73]     0.0    0.01    0.00   77080         SingleSpectrumHeader::writeHeaderToMgfBuffer(char*) const [73]
-----------------------------------------------
                0.01    0.00   54192/54192       MsClusterDataStorage::writeRegularClustersToOutput(unsigned long, unsigned long&, unsigned long&) [7]
[74]     0.0    0.01    0.00   54192         PeakList::fullSanityCheck(unsigned long) const [74]
-----------------------------------------------
                0.00    0.01    1128/1128        DatFileManager::getNewDatSpectraStats(unsigned long, unsigned long, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&) [55]
[75]     0.0    0.00    0.01    1128         DatFile::readAndAddDatSpectrumStats(std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&, unsigned int) [75]
                0.01    0.00    1128/1128        std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, unsigned long, DatSpectrumStats const&) [76]
                0.00    0.00    1128/2304        DatFile::openForReading(char const*) [128]
-----------------------------------------------
                0.01    0.00    1128/1128        DatFile::readAndAddDatSpectrumStats(std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&, unsigned int) [75]
[76]     0.0    0.01    0.00    1128         std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >::_M_fill_insert(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, unsigned long, DatSpectrumStats const&) [76]
-----------------------------------------------
                               35468             void std::__introsort_loop<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)>(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)) [clone .constprop.154] [77]
                0.01    0.00      30/30          DatFileManager::readSpectraToStorage(SingleSpectrumHeader*, Peak*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> >&, unsigned long&, unsigned long&) [32]
[77]     0.0    0.01    0.00      30+35468   void std::__introsort_loop<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)>(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)) [clone .constprop.154] [77]
                               35468             void std::__introsort_loop<__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)>(__gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, __gnu_cxx::__normal_iterator<DatSpectrumStats*, std::vector<DatSpectrumStats, std::allocator<DatSpectrumStats> > >, long, bool (*)(DatSpectrumStats const&, DatSpectrumStats const&)) [clone .constprop.154] [77]
-----------------------------------------------
                0.01    0.00      29/29          MsClusterDataStorage::shiftStorage(unsigned long, float) [8]
[78]     0.0    0.01    0.00      29         MsClusterDataStorage::UpdateClusterIdxsLists(unsigned int) [78]
-----------------------------------------------
                0.01    0.00       1/1           MsClusterAlgorithm::performClustering(MsParameterStruct*, AllScoreModels const*, bool) [4]
[79]     0.0    0.01    0.00       1         MsClusterDataStorage::initialize(MsParameterStruct*, Config const*, MsSimilarityModel const*) [79]
                0.00    0.00     298/406         std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [143]
                0.00    0.00      64/64          computeBinomailCDFs(int, float, std::vector<float, std::allocator<float> >&) [165]
                0.00    0.00       1/1           Cluster::setTolerances(float, float) [388]
                0.00    0.00       1/1           ClusterOutputter::init(MsParameterStruct const*, float) [370]
                0.00    0.00       1/1           MsClusterDataStorage::setMinSqsForSingleton(float) [376]
                0.00    0.00       1/1           std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> >::_M_insert_aux(__gnu_cxx::__normal_iterator<AllocatedVector<unsigned int>**, std::vector<AllocatedVector<unsigned int>*, std::allocator<AllocatedVector<unsigned int>*> > >, AllocatedVector<unsigned int>* const&) [398]
                0.00    0.00       1/1           DatFileManager::init(std::string const&, Config const*) [368]
                0.00    0.00       1/46          std::vector<int, std::allocator<int> >::_M_fill_insert(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, unsigned long, int const&) [175]
                0.00    0.00       1/17          std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::vector<float, std::allocator<float> >*, std::vector<std::vector<float, std::allocator<float> >, std::allocator<std::vector<float, std::allocator<float> > > > >, unsigned long, std::vector<float, std::allocator<float> > const&) [191]
